,Entity,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),Prevalence in males (%),Prevalence in females (%),Population_x,"Suicide rate (deaths per 100,000 individuals)","Depressive disorder rates (number suffering per 100,000)",Population_y,Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Number) (people suffering from depression),20-24 years old (%),10-14 years old (%),All ages (%),70+ years old (%),30-34 years old (%),15-19 years old (%),25-29 years old (%),50-69 years old (%),Age-standardized (%),15-49 years old (%)
3975,Qatar,QAT,2017,0.215139530228,0.819900233362,0.318165202676,4.33605925807,2.02498439066,3.48232719928,0.73173426713,3.21852956061,4.37077709829,2725000.0,4.63995072891398,3283.81085514,2725000.0,105607.449088,3.54979389007999,1.76406866699999,4.0037342714,4.77078848959,4.45700795648,3.27121114379,4.02079090817,4.96386391053,3.48232719928,4.45250587493
4003,Romania,ROU,2017,0.201194504404,0.751815255443,0.200699607577999,3.22718570522999,0.458055547349,2.35917358572,1.69018279664,1.98953621917,2.68291059305,19654000.0,9.1586219874495,2247.84702821,19654000.0,566246.437494,2.47490356685,0.900162523575999,2.99940975147,4.79789166938,2.52261215324,2.01190029195,2.47560355433,4.16742139273,2.35917358572,2.69135221274
4031,Russia,RUS,2017,0.198400237923,0.676062578368,0.232374931441,2.94505104871,0.905038023548,3.70792495441,4.72718224039,2.99347366033,4.25886932467,145530000.0,25.0876688104957,3480.33266869,145530000.0,6339575.84288,3.78671855251,0.964116813411,4.51886652641,7.82635043081,4.39716249728,2.59161959697,4.18332026201,6.29583234994999,3.70792495441,4.25083440863
4059,Rwanda,RWA,2017,0.163688249993,0.625709943609,0.115817094932,3.70243549941,0.570294213354,3.86944962793,2.34269390614,3.02443699608,4.56088777203,11981000.0,10.950839972151,3761.4265117,11981000.0,360492.614812,3.55182351887,1.75489218598,2.98504378729,8.6163823274,3.95887730316,3.52507883120999,3.72645704857,6.86751071193,3.86944962793,3.98129653221
4087,Saint Lucia,LCA,2017,0.199945007781999,0.904806334895,0.286340742496,4.5930781087,0.88961233125,2.83926837709,1.90931130127999,2.46523167395,3.20166895603,181000.0,6.90254209873997,2706.64576948,181000.0,5361.52227948,3.19038668132,1.28812553858,3.14942382149,4.56374055707,3.19843214983,2.76987772721,3.15205181543999,4.52894429353,2.83926837709,3.3592122829
4115,Saint Vincent and the Grenadines,VCT,2017,0.196204451426,0.880439503444,0.274837148978,4.5241369553,0.793924443132999,2.85908939679,2.24025393135,2.55294096486,3.1756784889,110000.0,7.21666408850991,2747.24813726,110000.0,3420.63696612,3.21955414491,1.28675468909,3.09698694914,4.60973888453,3.25410255105,2.80041632931,3.19647485678,4.62050281422,2.85908939679,3.3799155303
4143,Samoa,WSM,2017,0.234876448168,0.460365665716,0.126132451514,3.25597309123,0.844905200169999,3.03893806425,1.10933859117,2.5952009909,3.48311758621999,195000.0,10.001743338932,2951.09579327,195000.0,4978.83872869,3.19151402003,1.05904094561,2.59923494971,6.00925012523,3.12369658683,2.57198065445,3.08297010727,5.59281211373,3.03893806425,3.25631584976
4171,Sao Tome and Principe,STP,2017,0.178482171759,0.66334898406,0.13483988496,2.92152355042,0.497440944805,3.13631373424,1.01728984855,2.40030325589,3.84335289364999,207000.0,3.53754702908122,3063.16417334,207000.0,4995.65204709,3.01348035864,1.20713740808,2.57088516319,6.42360001288,3.60443707449,2.56052469073,3.31229312204,5.3171794573,3.13631373424,3.42028913132
4199,Saudi Arabia,SAU,2017,0.205707390981,0.817432532684,0.289615222745,4.754236342,1.71031799899,3.53684672822,0.679910541229,3.04458654962,4.26100044731,33101000.0,2.94789545141524,3377.87474078,33101000.0,1257524.8649,3.78674400638,1.67656310345,3.79370968894,4.72690880908,4.54033199897,3.29470297861999,4.18654117077,5.26620460625,3.53684672822,4.4525306613
4227,Senegal,SEN,2017,0.173616152452,0.648156096347,0.125290134054,2.89933104424,0.478694843534,3.37049720751,0.921068703718,2.82515180395,3.8815429071,15419000.0,12.9180240059912,3318.67958945,15419000.0,363553.828026,2.97915778107,1.0903965832,2.53013608125,7.49289910616,3.69107979774,2.40072520122,3.34443253555,6.255920979,3.37049720751,3.43476613847
4255,Serbia,SRB,2017,0.200264020274999,0.69914123215,0.18714734744,3.40467163693,0.441905437440999,2.57006816225999,2.01813267598,2.05046904068,3.04526976822,8830000.0,12.674116166808,2438.40412845,8830000.0,278201.460271,2.53120805968,0.890412542839,3.24302825273,5.7890287143,2.76290986806,1.99757623364999,2.65949539069,4.59228247011,2.57006816225999,2.80992982259
4283,Seychelles,SYC,2017,0.247689163047999,0.565984144208,0.197452039361999,3.30267039141,0.790406497032,2.88651359676,0.855464977126,2.54529638463,3.24265365196999,96000.0,8.01982506721102,2738.06568768,96000.0,3054.9476768,2.57724967523,1.14560849354,3.15882663489,5.75537403649,2.75278815485,2.40123404065,2.59520104316,5.43780707949,2.88651359676,3.06921823714
4311,Sierra Leone,SLE,2017,0.165455342335,0.624755581093,0.109798763944,2.88072453051999,0.496263044191999,3.58150134848,0.936624414315,2.74587750038,4.41073016886,7488000.0,9.88113793830101,3548.06631686,7488000.0,206920.74489,3.30886354779999,1.19262300451,2.67792001379,7.78914785754,4.05313415916,2.67405701273999,3.67374470478,6.46053366424,3.58150134848,3.75578198879
4339,Singapore,SGP,2017,0.2740898744,0.730592156782,0.553711598487,3.73046714884,0.914669467048,3.43827107312999,0.491369093434,2.60448303456,4.18866760003,5708000.0,7.32711793988922,3097.23991129,5708000.0,201022.396574,4.94896512274,1.7846213348,3.8652929793,4.7443995555,4.06342038743,4.09670325403,4.45755241958,4.24355929923999,3.43827107312999,4.27099999244
4367,Slovakia,SVK,2017,0.208418951819,0.712433830206,0.235474672203,3.44425110779,0.678350415091,2.40199854722,2.5004818341,1.89818066233,2.83996243848999,5448000.0,9.47484965053464,2261.28160302,5448000.0,156109.529788,2.46392298929,0.875954788719,2.98891553184,5.00493402987,2.58592065346999,1.96971117850999,2.52151344394,4.16791422406,2.40199854722,2.6826792539
4395,Slovenia,SVN,2017,0.211823740181999,0.725343306944999,0.239635828094,3.44977272099,0.906051721247,2.86327766444,2.24682694337,2.30121927605,3.39015089758,2076000.0,14.3787089292901,2673.86046901,2076000.0,74261.9438141,2.93029836368,1.00327354882,3.73314257091,6.12210511915999,3.00079554508,2.29952275339,2.96610299346,5.0174706055,2.86327766444,3.15846359653
4423,Solomon Islands,SLB,2017,0.210462281761,0.427706808306,0.0941887907665,3.21482795887999,0.70373854587,3.15306797974,1.13459240688,2.69895749598,3.62153885316999,636000.0,16.3977978637729,3103.66879266,636000.0,15708.7696823,3.35145037891999,1.03951301947,2.51740820613,6.08375724372,3.34806843693,2.61241519513,3.28219651013,5.84027360179,3.15306797974,3.44060449962
4451,Somalia,SOM,2017,0.153911904955,0.620442197278,0.0798960978525,3.56869839668,0.497894412759,3.78474821766,1.53857057618,3.08572608929,4.47367272002,14589000.0,9.94101850138033,3712.78293158,14589000.0,433499.633143,3.47776796935,1.57392242095,2.64467289979,8.17052065131,3.94038356903999,3.27966997187999,3.67158115213,6.97397288928,3.78474821766,3.91292136218
4479,South Africa,ZAF,2017,0.181937295399,0.63661284243,0.214718050332999,3.99282996295999,0.921499023442,3.74587085056,1.55051414908999,3.27850433093999,4.13105310548999,57010000.0,11.1502893308961,3613.57894409,57010000.0,1958867.72898,4.38609299936,1.18353303717,3.69185180851,7.31216404265,4.32636313748,3.20788201955,4.3166999896,5.99659596913,3.74587085056,4.35115318407
4507,South Korea,KOR,2017,0.26399359864,0.56945933099,0.417103482124,3.77800454814,0.914318689844,3.1656839582,2.02005012729,2.33487516459,4.01370708712,51096000.0,20.8056602705897,2917.44102275,51096000.0,1856657.76567,4.35266222099,1.33918118955,3.69397197352999,4.53309045698,4.17111302675,3.28347112443,4.26987217247,4.03461394611999,3.1656839582,4.04419938928
4535,South Sudan,SSD,2017,0.168801215878,0.62586746239,0.134608136008,3.55307737167,0.502397862793,3.69914742873,1.54822495757,3.06511939318,4.37032529674,10911000.0,12.0036843594891,3638.95976436,10911000.0,250851.072721,3.44018099358,1.55966227967,2.58887843753,7.79151879391,3.96033762884,3.25081383764999,3.66397896135,6.5717066198,3.69914742873,3.91138519978999
4563,Spain,ESP,2017,0.281538914044,0.976917325497999,0.730626188558,5.28027859346,1.46886775257,3.53835929062,0.885003363252,2.39471818669,4.63808416942,46647000.0,5.50650079307419,3230.11913195,46647000.0,1824111.78683,3.967729747,1.86035456851,4.13446487714,4.83300687515,4.37144990776,3.35012258566,4.15183343666,4.72424987082,3.53835929062,4.44917940100999
4591,Sri Lanka,LKA,2017,0.238044780907,0.569094675649,0.159144309374,3.36991709575,0.665203405024,3.44332981583,0.950452560313999,3.07692676642,3.7701702589,21128000.0,19.8004187565478,3279.40131074,21128000.0,774100.271954,3.9592752912,1.10468388966,3.73401556427,6.22967811567,3.61988146114,2.95748607392,3.68681573882,6.03312747123999,3.44332981583,3.9149161358
4619,Sudan,SDN,2017,0.176166977769,0.747536249826,0.147024605158,4.89904823744,1.40844627341,3.78145064600999,0.64581329508,3.30251911583,4.27242358205,40813000.0,5.02481568215763,3686.65967243,40813000.0,1202641.49384,4.15786759063,1.55302067981,3.09613542787,4.82393918309,5.19862153507,3.29549261295,4.70284825032,5.56177992186,3.78145064600999,4.67383295983999
4647,Suriname,SUR,2017,0.186999332463,0.869734899004999,0.307738346379,4.56807036338,0.701883262951,3.9735832253,1.7612695076,3.22849185035,4.67820318231,571000.0,24.7830720515169,3819.92562554,571000.0,22802.5103001,4.97747079677,1.55306377986,4.12912249654,6.07459823298,4.71961067726,3.90410899603,4.78671769595,6.14382679611,3.9735832253,4.87874257984
4675,Swaziland,SWZ,2017,0.17288347432,0.6085454489,0.189603545674999,3.48445628702,0.781634851578,4.06765436089,1.70430095943,3.70448775741,4.34972539235,1125000.0,22.319663023117,3959.70718247,1125000.0,36794.6513411,4.35772722328,1.3819748389,3.38587052549,7.96729492426,4.58002496873,3.39428118187,4.37935748067999,6.7659537129,4.06765436089,4.51862101024
4703,Sweden,SWE,2017,0.270391824818,1.05792980614,0.574608279695,5.29383661099,0.729285355619,4.48791099421,1.58658783543999,3.14227751579,5.82642022213999,9905000.0,11.0767355283075,4137.45615116,9905000.0,479626.487615,5.75106349799,1.8257813404,5.03312383738,5.53757273340999,5.91148733071,4.18977895242,5.83414609131,5.90262545386,4.48791099421,5.79049188931
4731,Switzerland,CHE,2017,0.262486901768,0.953995907439,0.57396869509,5.35939314075,1.00621811513,3.70805973731,1.3796903016,2.55653482001,4.83681543268,8456000.0,9.31606233746749,3384.34061041,8456000.0,352501.34715,4.31131103602,1.58025901545,4.31942520523,4.94044738243999,4.63175817103999,3.27222824120999,4.45882135659,5.03981951065,3.70805973731,4.639778475
4759,Syria,SYR,2017,0.188965548959,0.809810675686,0.159348883888,4.97498499145999,1.51098852175,3.58207279899,0.621551393697,2.94305706244,4.235221127,17096000.0,3.08229367583459,3430.40454475999,17096000.0,579464.346446,3.86227452451,1.68638928361,3.35418776759999,4.77632217671,4.69361554139,3.33720347205999,4.25820881594,5.31576296174,3.58207279899,4.41426529886
4787,Taiwan,TWN,2017,0.26293892124,0.35216878099,0.240476113876,3.4445664927,0.929591626841,3.01654274716,2.08557348581,2.44711992013,3.54428707014,23675000.0,13.524313321107,2789.67179515,23675000.0,892717.14973,2.15615306425,0.902622673426,3.95728789766,6.27196864386,2.98853776729,1.77847554117,2.55416838987,6.05281608192,3.01654274716,3.17304236029
4815,Tajikistan,TJK,2017,0.182117006992999,0.666266340497,0.118225809187,2.52433609553,0.470767237441,2.56396073374999,2.17524676225,1.97063544897,3.12681159041,8880000.0,5.75396610613419,2478.82465961,8880000.0,194363.768133,2.59332326379,0.995024121304,2.1910213243,5.63441042258,2.79724600763999,2.17262827414,2.71793884481,4.37604221308,2.56396073374999,2.74152410084
4843,Tanzania,TZA,2017,0.165215400013,0.626014208891,0.129856670927,3.63616508554,0.518625021061,3.68574813954,1.55049713841,2.99608904634,4.31369723058,54660000.0,8.81706152833382,3616.12601165,54660000.0,1426634.1457,3.43302010874,1.58720389943,2.71971994306,8.16568445449,3.79089254877999,3.28133574931,3.58506235565,6.62220473979,3.68574813954,3.81251043147
4871,Thailand,THA,2017,0.234878534731,0.543035027597,0.173201970407,3.32959387932,0.846267711403999,3.08505700381,0.912775290442,2.56912267018,3.55852698613,69210000.0,10.4424732482292,2956.85134197,69210000.0,2620623.59915,2.60767731706,1.13372091234999,3.81100602004999,6.18760141353999,3.0036706527,2.39473482832,2.72951194098999,6.01642507456,3.08505700381,3.36600839799
4899,Timor,TLS,2017,0.204231467274,0.502838880717,0.110934288651999,3.23266098953,0.63255747143,3.13908658746999,0.823884868196,2.56931456804,3.719476326,1243000.0,7.3702438344381,3072.42550234,1243000.0,32388.0322296,3.04065114739,1.21992674544,2.5862303576,6.26768715543,3.16679515288,2.73243775189,3.0273616239,6.0119339796,3.13908658746999,3.27676865585
4927,Togo,TGO,2017,0.164575407164,0.629456808756,0.108107371501999,2.91094485112,0.488984386918,3.65672466831,0.965300083297999,2.93487360266,4.27052465437,7698000.0,12.2602451751326,3614.21923025,7698000.0,208011.627683,3.29744813154,1.17949383285,2.81122769345,8.16416032949,4.11080106422999,2.64033250024,3.71076602117,6.64268019931,3.65672466831,3.85743769193
4955,Tonga,TON,2017,0.235881120892,0.462664421755,0.125706097245,3.29750733818,0.762905286789,2.91896953129999,1.13643248231,2.36983989025,3.43323783108,102000.0,5.96646041169708,2821.22500983,102000.0,2614.50377964,2.90981673599,1.06333396466,2.64314063231999,5.79314224298,2.92158211533,2.44594271927,2.84914676722,5.45361135245,2.91896953129999,3.08487988555
4983,Trinidad and Tobago,TTO,2017,0.177600289326,0.898339347238,0.389695652593999,4.62935142358,0.731198525483,3.32993810661,1.71814092005,2.86233487822,3.79039073049,1384000.0,10.1226978940562,3140.83943406,1384000.0,49406.8769229,3.98352167484,1.40784612408,3.70489854219,5.01547265639,3.84010903622,3.29001762242999,3.85275245288,5.07270833452,3.32993810661,4.01359246871
5011,Tunisia,TUN,2017,0.198098809372,0.838770902775,0.200171736786,5.07236144012,1.70385021607,3.91518851805,0.65194961749,3.26501446856,4.53086901975,11433000.0,3.11092523311767,3704.20643166,11433000.0,459155.572035,3.98850740614,1.74516755786,4.20298352831,5.8617005142,4.84265260914,3.42807555577999,4.45565867063,6.10224213377,3.91518851805,4.73378454286
5039,Turkey,TUR,2017,0.221252416215,0.848770280217,0.308941190868999,3.91340044095,1.53572336874,3.71865782785,0.778078612896,2.80421213077,4.59256977794,81116000.0,3.31077044595275,3497.3029996,81116000.0,3051619.13004,3.8075090043,1.82009383374,3.99314432011,5.04804263348,4.81228935915,3.42940875665,4.36307883844,5.50497166572,3.71865782785,4.58984079946
5067,Turkmenistan,TKM,2017,0.197340311887,0.668584922939999,0.20147664564,2.56731070122,0.517775506920999,2.82308579805999,2.47784968679,2.25811353942,3.31388158582,5758000.0,8.68297839753386,2680.29629192,5758000.0,127061.440966,3.09527085585,1.07390700489,2.69343845359,6.25245046922,2.97873174884,2.48068801681,3.02460958859,4.66557808442,2.82308579805999,3.05302149877
5095,Uganda,UGA,2017,0.160207615714,0.610420455712,0.119309486967999,3.52662613945,0.542831835112999,4.91802815738,1.29598577693,4.23375335377,5.50170250864,41167000.0,11.5439623275487,4840.69779425,41167000.0,1276066.95698,4.53688120864,2.15382014576,3.3491530636,11.0828609203,5.0100011287,4.44876662503,4.70677899803,8.84845140733999,4.91802815738,5.00371144791
5123,Ukraine,UKR,2017,0.190965773273,0.687571852812,0.172715421693,2.941769565,0.711814136055,4.07191539327,4.68688331408,3.42273226291,4.55520474583,44488000.0,25.6222253553146,3830.53606005999,44488000.0,2235035.96025,3.93846880988,1.18065635618999,5.18093839151,9.04523401101,4.54717771944,2.91595360096,4.30406340048,7.14128086592,4.07191539327,4.53886171534999
5151,United Arab Emirates,ARE,2017,0.2107177342,0.806413081799,0.262206645696,4.26391204861,2.91554914094,2.87742612715999,0.75590832342,2.65187667818,3.53483563019,9487000.0,5.07479194011404,2730.4767271,9487000.0,328741.989592,3.13462115383,1.36580923849,3.47897237697,4.06172901671,3.62262637718999,2.69445770929,3.28940282568,4.245110159,2.87742612715999,3.80713813379999
5179,United Kingdom,GBR,2017,0.262952341558,1.08683759909,0.543053614094,4.64986093105,1.66400009608,4.11952399117999,1.89705161241,3.2737672216,4.93161139213,66727000.0,7.3563205517391,3764.98062619,66727000.0,2903517.4309,4.71898966628,1.79822452501,4.61743206443,5.08444743842,5.44884240066,3.73214735974,5.12642091786,5.38817253828,4.11952399117999,5.25241099119
5207,United States,USA,2017,0.333889942363,0.651235501508,0.512844329383,6.63505503544,3.45247568009,4.83561040879,2.04008689286,3.53415387360999,6.09007817221,325084992.0,12.8357566779485,4399.53606503,325084992.0,15499359.5358,6.66745795096,2.69886077692,5.08941531334,3.81574756982999,6.20145052528999,6.26654374386,6.26679141376999,5.32507296666,4.83561040879,6.54394155069
5235,United States Virgin Islands,VIR,2017,0.216788935647,0.934872323037,0.473119415375,4.71833773762,0.814065070531,2.92518197398,2.23257551046,2.45932578168,3.33229371383,105000.0,6.2970826451076,2750.49130984999,105000.0,3475.72068835,3.18556003556,1.33382980646,3.45384118571,4.80249091421,3.25743090961,2.81041222383,3.20173384874,4.70651900899,2.92518197398,3.42763486319999
5263,Uruguay,URY,2017,0.198965427947999,0.781817205682,0.40550153492,6.31773765248,0.918533108928,3.61757373192,1.19383492673,2.71429508524,4.43993250393,3437000.0,16.8181571243273,3314.34852176,3437000.0,124845.72393,5.06889502202999,1.57392536278,3.89979612848,4.24613978821,4.46237197491,3.89668473737,4.6680907294,4.68801369051,3.61757373192,4.62759123579
5291,Uzbekistan,UZB,2017,0.188464037303,0.669192862183,0.153735023976,2.56043502886999,0.481219597802,2.88692362908,1.88815251749,2.35501164862,3.32979413756,31960000.0,9.38693020022242,2772.25903692999,31960000.0,840537.839741,3.21376784715,1.06067003212,2.71916874742,6.25869385203999,3.12852428037999,2.52978261079,3.16286643583,4.78053563063,2.88692362908,3.1700708255
5319,Vanuatu,VUT,2017,0.214734298653999,0.427418833648,0.106462399086,3.21881611056999,0.698906285798,3.12269497442,1.21394073136,2.69225013526,3.57428905497,285000.0,17.6996009532421,3069.68195543,285000.0,7224.56843767,3.36399189767,1.04832276507,2.56949524083,5.9867682804,3.29834546851,2.64082262076,3.26411032393,5.79644984561,3.12269497442,3.40771043314
5347,Venezuela,VEN,2017,0.205536618376,0.779803187471,0.2826904166,2.8667893133,0.645769753395,2.8145838578,1.37021583223,2.44166527357,3.16664478965,29402000.0,8.6779512468346,2692.4607624,29402000.0,849617.405009,3.10379528445,1.04216116411,2.87173769969999,4.97886808367,3.27947589855,2.42023417977,3.21262827952999,4.68191323132,2.8145838578,3.23395177065
5375,Vietnam,VNM,2017,0.244662787417,0.552653321375,0.128466466411,2.06687105793,0.693534364296,2.87945006517,1.73946589527,2.13802658744999,3.54561316833,94601000.0,7.42203780712459,2779.5006825,94601000.0,2828343.51081,2.44613518534999,1.05321844983,3.03119721783,5.92487218789,2.86314290836,2.24364941684,2.61843934243,5.62173322498,2.87945006517,3.01257696355
5403,World,OWID_WRL,2017,0.254055151307,0.598082516489,0.211304286703,3.7648105279,0.941627546485,3.44108733973,1.39649651682,2.73013310571,4.1243065933,7547858944.0,9.97625826801354,3309.06948299,7547858944.0,264455592.743,3.46585187289,1.24176512164,3.58850702054,6.23559787237,3.87959325252,2.8024042326,3.63219192603,6.02113304631,3.44108733973,3.91681272534
5431,Yemen,YEM,2017,0.171690746660999,0.735682273809,0.132623130414,4.85720744213,1.41472529682,4.01234641607,0.634412813119,3.27714451994,4.73927855868,27835000.0,6.01343516751449,3950.52619756,27835000.0,958095.875027,4.38785280643,1.61789848451,3.21538780859,5.20856497317,5.56456413539999,3.44666182185,5.03273740525,6.0341071669,4.01234641607,4.999408139
5459,Zambia,ZMB,2017,0.16586619176,0.605971962156,0.142767575682,3.59971394199,0.515971749857,3.64181116286,1.63324270798,3.27738399934,3.98501705286,16854000.0,13.0600609389714,3577.95984581,16854000.0,438079.199268,3.32144935785,1.41952615465,2.58957962744,7.91172103028,3.82222599653,3.01944529959,3.54576691285,6.67302583251,3.64181116286,3.73288388541999
5487,Zimbabwe,ZWE,2017,0.157963235821,0.611242389594,0.124443427153,3.1109255999,0.772648270742,3.19278911933999,1.51094346583999,2.81202167208999,3.50086042283,14237000.0,26.3917691508857,3094.7950649,14237000.0,340583.157405,2.91006951985,1.07311818292,2.41574609913999,7.50311855725,3.32379627002,2.39304879065,3.08654304395,5.79047250831,3.19278911933999,3.23377711765
